ObjectID,Title,ConstituentID,Date,Medium,Dimensions,CreditLine,AccessionNumber,Classification,Department,DateAcquired,Cataloged,URL,Circumference (cm),Depth (cm),Diameter (cm),Height (cm),Length (cm),Weight (kg),Width (cm),Seat Height (cm),Duration (sec.)
194067,Painter [Franz M. Jansen],[5145],1924,Gelatin silver print,"10 3/16 × 7 3/8"" (25.8 × 18.7 cm)",Acquired through the generosity of the family of August Sander,472.2015.435,Photograph,Photography,2015-05-28,Y,http://www.moma.org/collection/works/194067,,,,,,,,,
214484,Painting with Coathanger,[6621],1984,Multiple of coathanger and painting on canvas,"overall: 35 × 19 × 13/16"" (88.9 × 48.3 × 2 cm)",Deborah Wye Endowment Fund,1265.2016.a-b,Multiple,Drawings & Prints,2016-11-14,Y,http://www.moma.org/collection/works/214484,,2,,88.9001778,,,48.26009652,,
151,"Palais de la Découverte Project, Paris, France (Elevation)","[4312, 8102, 6703]",1938,Ink and color pencil on paper mounted on board,"14 3/4 x 37 1/2 x 1/2"" (37.5 x 95.3 x 1.3 cm)",Gift of the architects,98.2013,Architecture,Architecture & Design,1966-01-01,Y,http://www.moma.org/collection/works/151,,1.3,,37.5,,,95.3,,
128115,Paper Fluxwork,[35728],1964,"Plastic box with offset label, containing fourteen offset cards","overall (closed): 3 15/16 x 4 3/4 x 3/8"" (10 x 12 x 1 cm)",The Gilbert and Lila Silverman Fluxus Collection Gift,2138.2008,Multiple,Drawings & Prints,2008-10-08,Y,http://www.moma.org/collection/works/128115,,1,,10,,,12,,
132113,Paper Fluxwork,[35728],1980,"Plastic box with offset label, containing offset cards","overall (closed): 3 15/16 x 4 3/4 x 3/8"" (10 x 12 x 1 cm)",The Gilbert and Lila Silverman Fluxus Collection Gift,3429.2008,Multiple,Drawings & Prints,2008-10-08,Y,http://www.moma.org/collection/works/132113,,1,,10,,,12,,
176389,Parallel Fears,"[44912, 38024, 8247]",1971,Gelatin silver print,"6 11/16 × 9 11/16"" (17 × 24.6 cm)",Gift of the Roy Lichtenstein Foundation in honor of Jennifer Winkworth and Kynaston McShine and in memory of Harry Shunk and János Kender,1018.2013.209,Photograph,Photography,2013-10-24,Y,http://www.moma.org/collection/works/176389,,0,,17.78003556,,,25.4000508,,
205208,Paratrooper Pants,[32690],2011,"Canvas, printed liners, zippers, buckles, cords and grommets",Variable,,553.2016.4,Textile,Painting & Sculpture,2016-06-06,N,,,,,,,,,,
176446,Parked Island Barges on the Hudson,"[38024, 6636, 8247]",1971,Gelatin silver print,"6 9/16 × 9 11/16"" (16.6 × 24.6 cm)",Gift of the Roy Lichtenstein Foundation in honor of Jennifer Winkworth and Kynaston McShine and in memory of Harry Shunk and János Kender,1018.2013.237,Photograph,Photography,2013-10-24,Y,http://www.moma.org/collection/works/176446,,0,,17.78003556,,,25.4000508,,
120406,Part 4,[35509],1978,"Video (color, silent)",17 min.,Gift of the artist,1283.1979,Video,Media and Performance,1979-04-01,Y,http://www.moma.org/collection/works/120406,,,,,,,,,1020
3615,Patent Model for One-piece Plywood Chair,[1181],1873,Molded plywood (three sections),"7 7/8 x 4 1/8 x 3 3/4"" (20 x 10.5 x 9.5 cm)",Purchase Fund,443.1956,Design,Architecture & Design,1956-10-25,Y,http://www.moma.org/collection/works/3615,,9.525,,20.0025,,,10.4775,,
180852,Patriotic propaganda postcard with verse by Vladimir Mayakovsky,[3710],1914,Lithograph,"sheet: 5 9/16 x 3 5/8"" (14.2 x 9.2 cm)",Gift of The Judith Rothschild Foundation,423.2001.10,Illustrated Book,Drawings & Prints,2001-01-24,Y,http://www.moma.org/collection/works/180852,,,,14.2,,,9.2,,
7037,"Paul Ferris Investigates the Church of England, The Observer, London",[6010],1963,Lithograph,"59 1/2 x 39 3/4"" (151.1 x 100.9 cm)",Gift of the artist,450.1964,Design,Architecture & Design,1964-04-14,Y,http://www.moma.org/collection/works/7037,,,,151.1,,,100.9,,
75751,"Pears, Grapes, and Peach",[3296],1927,Lithograph,"composition: 16 x 12 5/8"" (40.7 x 32.1 cm)",Gift of Abby Aldrich Rockefeller,1132.194,Print,Drawings & Prints,,Y,http://www.moma.org/collection/works/75751,,,,40.7,,,32.1,,
90,"Pedestrian City project, Hypostyle Courtyard (Perspective)",[1863],1979,Pastel on paper,"44 3/8 x 44 5/8"" (112.7 x 113.3 cm)",National Endowment for the Arts Project Funds,23.198,Architecture,Architecture & Design,1980-01-08,Y,http://www.moma.org/collection/works/90,,,,112.7127,,,113.3477,,
100237,Pernambuco,[1642],1985,Resin and paint,"67 3/4 x 17 x 12 3/4"" (172.1 x 43.2 x 32.4 cm)",Gift of Edward R. Broida,697.2005,Sculpture,Painting & Sculpture,2005-10-06,Y,http://www.moma.org/collection/works/100237,,38.6081,,175.2604,,,60.9601,,
136987,Peter I. Moore: Photographer,[21398],,2 copies,,The Gilbert and Lila Silverman Fluxus Collection Gift,FC3249,(not assigned),Fluxus Collection,2008-10-08,N,,,0,,0,,,0,,
161867,"Petrol Station, Blyth Services, Nottinghamshire",[2286],1881,"Pigmented inkjet print, printed 2011","8 × 9 15/16"" (20.3 × 25.3 cm) 
",Committee on Photography Fund,422.2011.18,Photograph,Photography,2011-05-18,N,,,,,20.3,,,25.3,,
82559,Piccole Note,[8477],1986,Ink on paper,"8 5/8 x 12 3/8"" (21.9 x 31.4 cm)",Purchase,2423.2001.21,Drawing,Drawings & Prints,2001-10-11,Y,http://www.moma.org/collection/works/82559,,,,21.9075,,,31.4326,,
32503,Pictorial initial A (page 13) from REVENAR,[2915],1936,"Woodcut, printed in black","irreg. composition  1 15/16 x 1 15/16"" (5 x 4.9 cm)",Given anonymously,2212.1967.3,Illustrated Book,Drawings & Prints,1967-10-18,N,,,,,5,,,4.9,,
69218,Pictures and Borders III,[3235],1977,Lithograph,"irreg composition  28 1/4 x 16 3/4"" (71.8 x 42.5 cm)
sheet  30 3/16 x 22 5/8"" (76.7 x 57.5 cm)",John B. Turner Fund,443.1977,Print,Drawings & Prints,1977-11-10,Y,http://www.moma.org/collection/works/69218,,,,71.8,,,42.5,,
177229,"Pissing, New York",[3136],1955,Gelatin silver print,"15 3/4 × 12"" (40 × 30.5 cm)",Committee on Photography Fund,146.2014,Photograph,Photography,2014-02-20,Y,http://www.moma.org/collection/works/177229,,,,40,,,30.5,,
222251,"PK, bursting into flames during Nam June Paik's Moving Theatre No. 1, Paralelle Aufführungen Neuster Musik, on the street outside Kunsthandel Monet, Amsterdam, October 5, 1962","[35728, 4469]",1962,Gelatin silver print,"sheet: 7 7/16 × 11 1/4"" (18.9 × 28.5 cm)",The Gilbert and Lila Silverman Fluxus Collection Gift,3723.2008.J01,Photograph,Drawings & Prints,,N,,,0,,0,,,0,,
18346,"Plate (after Cézanne), plate IV (facing page 8) from Cézanne",[1492],1914,"Lithograph, printed in black","irreg. composition  6 3/16 x 7 3/16"" (15.7 x 18.2 cm)
sheet  10 7/8 x 14 15/16"" (27 x 38 cm)",Purchase,547.1953.4,Illustrated Book,Drawings & Prints,1954-01-12,N,,,,,15.7,,,18.2,,
23713,Plate (facing page 16) from Allo! Paris!,[1479],1926,One from an illustrated book with twenty lithographs,"composition (irreg.): 6 11/16 × 7 13/16"" (17 × 19.8 cm); page (approx.): 10 7/8 × 8 7/8"" (27.7 × 22.5 cm)",The Louis E. Stern Collection,778.1964.2,Illustrated Book,Drawings & Prints,1964-10-06,Y,http://www.moma.org/collection/works/23713,,,,17,,,19.8,,
11297,Plate (facing page 72) from LE CON D'IRÈNE,[3821],1928,,"irreg. composition  7 3/16 x 5 3/4"" (18.2 x 14.7 cm)",Purchase,99.1968.4,Illustrated Book,Drawings & Prints,1968-02-05,N,,,,,18.2,,,14.7,,
14199,Plate (folio 10) from VEJENS MYSTERIUM,[6361],1981,,"irreg. composition  13 3/16 x 5 3/4"" (33.5 x 14.6 cm)",Gift of the artist,241.1983.4,Illustrated Book,Drawings & Prints,1983-01-18,N,,,,,33.5,,,14.6,,
21552,Plate (folio 13) from HOMAGE TO REDON,[3580],1959,"Wood engraving, printed in color","composition  6 7/8 x 4 1/4"" (17.5 x 10.8 cm)",Gift of Mr. and Mrs. Peter A. Rübel,686.1959.2,Illustrated Book,Drawings & Prints,1959-10-15,N,,,,,17.5,,,10.8,,
18170,Plate (folio 15) from Elephant Skull,[4071],1969,"Etching from an illustrated book with 33 etchings (including wrapper, five with drypoint)","plate  8 7/8 x 7 13/16"" (22.5 x 19.8 cm)",Gift of the artist and the publisher,520.1971.7,Illustrated Book,Drawings & Prints,1971-10-07,N,,,,,22.5,,,19.8,,
12379,"Plate (folio 4) from MOI, BEN JE SIGNE",[6115],1962,"Collage and photolithograph, printed in black","composition  5 5/16 x 5"" (13.5 x 12.8 cm)",Joanne M. Stern Fund,159.1975.5,Illustrated Book,Drawings & Prints,1975-05-09,N,,,,,13.5,,,12.8,,
19701,"Plate (folio 48) from Six Geometric Figures and All Their Combinations, Volume II",[3528],1980,One from an illustrated book with sixty-three etchings,"composition: 7 15/16 x 7 7/8"" (20.1 x 20 cm); page: 9 1/16 × 9 1/8"" (23 × 23.1 cm)",Gift of Allen Skolnick,617.1987.47,Illustrated Book,Drawings & Prints,1988-01-19,Y,http://www.moma.org/collection/works/19701,,,,20.1,,,20,,
9186,Plate (folio 49) from 23 Gravures,[6533],1935,"Drypoint from an illustrated book with twelve etchings (one with aquatint and drypoint), five drypoints, three engravings (one with drypoint), two lithographs, and one woodcut","plate: 9 3/4 x 7 1/16"" (24.8 x 17.9 cm); sheet: 12 7/8 x 9 3/4"" (32.7 x 24.7 cm)",Purchase Fund,14.1945.23,Illustrated Book,Drawings & Prints,1945-01-03,Y,http://www.moma.org/collection/works/9186,,,,24.8,,,17.9,,
13784,Plate (folio 5) from A TREMOR IN THE MORNING,[3016],1986,"Linoleum cut, printed in color","composition  8 15/16 x 6 7/8"" (22.7 x 17.5 cm)
",,212.1986.A01,Illustrated Book,Drawings & Prints,1986-05-20,N,,,,,22.7,,,17.5,,
15651,Plate (folio 5) from VOCES,[278],1964,,"plate  7 1/4 x 4 3/4"" (18.5 x 12 cm)",Inter-American Fund,323.1969.4,Illustrated Book,Drawings & Prints,1969-04-16,N,,,,,18.5,,,12,,
26554,Plate (folio 8) from THIS HUNGER,[2756],1945,,"composition  7 1/16 x 5 3/16"" (17.9 x 13.2 cm)",The Louis E. Stern Collection,857.1964.4,Illustrated Book,Drawings & Prints,1964-10-06,N,,,,,17.9,,,13.2,,
23394,Plate (folio 82) from LE BESTIAIRE,[1081],1948,"Soft ground etching, printed in color","irreg. composition  13 11/16 x 10 5/8"" (34.7 x 27 cm)",The Louis E. Stern Collection,762.1964.75,Illustrated Book,Drawings & Prints,1964-10-06,N,,,,,34.7,,,27,,
17887,"Plate (folio 9 verso) from Parole in libertà futuriste, tattili-termiche olfattive (Words in Futurist, Olfactory, Tactile, Thermal Freedom)",[6911],1932,Lithograph from a book with 26 lithographs (one with offset lithograph) and typographic designs,"composition  8 15/16 x 8 3/8"" (22.8 x 21.3 cm)",Gift of the Associates of the Department of Prints and Illustrated Books and of Elaine Lustig Cohen in memory of Arthur A. Cohen,486.1992.15,Illustrated Book,Drawings & Prints,1992-11-04,N,,,,,22.8,,,21.3,,
14490,Plate (folio 9) from ESTADIOS Y CORDILLERAS,[199],1973,,"composition  17 3/8 x 12 5/16"" (44.1 x 31.3 cm)",Gift of Wobron S.A.I.C,280.1974.7,Illustrated Book,Drawings & Prints,1974-04-23,N,,,,,44.1,,,31.3,,
11433,Plate (page 105) from La Nouvelle chute d'Amérique,[3542],1992,Aquatint from an illustrated book with ten aquatints,"plate: 14 13/16 x 11"" (37.7 x 27.9cm); sheet: 17 11/16 × 14 1/8"" (45 × 35.8 cm)",Gift of the artist,129.1993.10,Illustrated Book,Drawings & Prints,1993-05-03,Y,http://www.moma.org/collection/works/11433,,,,37.7,,,27.9,,
27390,Plate (page 131) from PENTATOLI,[1686],1926,,"irreg. composition  12 11/16 x 9 11/16"" (32.3 x 24.6 cm)",The Louis E. Stern Collection,894.1964.B06,Illustrated Book,Drawings & Prints,1964-10-06,N,,,,,32.3,,,24.6,,
22081,Plate (page 15) from THÉOGONIE,[744],1932,"Etching, printed in black","plate  11 13/16 x 8 13/16"" (30 x 22.4 cm)",The Louis E. Stern Collection,712.1964.5,Illustrated Book,Drawings & Prints,1964-10-06,N,,,,,30,,,22.4,,
24533,Plate (page 35) from LE SATYRICON,[1500],1934,"Engraving, printed in black","plate  11 3/4 x 9 3/4"" (29.8 x 24.8 cm)",The Louis E. Stern Collection,796.1964.A04,Illustrated Book,Drawings & Prints,1964-10-06,N,,,,,29.8,,,24.8,,
17725,Plate (page 49) from TAGEBÜCHER,[5181],1988,,"irreg. composition  12 x 3"" (30.5 x 7.7 cm)",Mary Ellen Meehan Fund,477.1990.41,Illustrated Book,Drawings & Prints,1990-10-23,N,,,,,30.5,,,7.7,,
31711,Plate (page 53) from Du Cubisme (On Cubism),[6624],1947,"Aquatint and engraving with roulette from an illustrated book with seven etchings (two with engraving, one with drypoint, one with both), three drypoints, two aquatint and engravings, and a supplementary suite of twenty-two plates","plate: 7 1/16 × 5 1/8"" (17.9 × 13 cm); page (each): 9 13/16 × 8 1/16"" (25 × 20.5 cm)",The Louis E. Stern Collection,1102.1964.A07,Illustrated Book,Drawings & Prints,1964-10-06,N,,,,,17.9,,,13,,
13116,"Plate (suite, plate 15) from THE PLAIN OF SMOKES",[4734],1979,,"irreg. composition  10 15/16 x 8 9/16"" (27.9 x 21.8 cm)
sheet  14 13/16 x 12 5/16"" (37.7 x 31.3 cm)",John B. Turner Fund,184.1981.15,Illustrated Book,Drawings & Prints,1981-05-06,N,,,,,27.9,,,21.8,,
164317,"Plate 2 from Khudozhestvennoe oformlenie massovykh prazdnestv v Leningrade, 1918-1931","[12945, 23315, 11947, 23473, 24378, 325, 23756, 23503, 23504, 24145, 24146, 24147, 24148, 24149, 24150, 24151, 24153, 24409, 23390, 3834]",1932,Photomechanical reproduction,"page: 5 13/16 x 4 1/8"" (14.8 x 10.4 cm)",Gift of The Judith Rothschild Foundation,425.2001.3,Illustrated Book,Drawings & Prints,2001-01-24,N,,,,,14.8,,,10.4,,
164341,"Plate 26 from Khudozhestvennoe oformlenie massovykh prazdnestv v Leningrade, 1918-1931","[12945, 23315, 11947, 23473, 24378, 325, 23756, 23503, 23504, 24145, 24146, 24147, 24148, 24149, 24150, 24151, 24153, 24409, 23390, 3834]",1932,Photomechanical reproduction,"page: 5 13/16 x 4 1/8"" (14.8 x 10.4 cm)",Gift of The Judith Rothschild Foundation,425.2001.27,Illustrated Book,Drawings & Prints,2001-01-24,N,,,,,14.8,,,10.4,,
164318,"Plate 3 from Khudozhestvennoe oformlenie massovykh prazdnestv v Leningrade, 1918-1931","[12945, 23315, 11947, 23473, 24378, 325, 23756, 23503, 23504, 24145, 24146, 24147, 24148, 24149, 24150, 24151, 24153, 24409, 23390, 3834]",1932,Photomechanical reproduction,"page: 5 13/16 x 4 1/8"" (14.8 x 10.4 cm)",Gift of The Judith Rothschild Foundation,425.2001.4,Illustrated Book,Drawings & Prints,2001-01-24,N,,,,,14.8,,,10.4,,
164349,"Plate 34 from Khudozhestvennoe oformlenie massovykh prazdnestv v Leningrade, 1918-1931","[12945, 23315, 11947, 23473, 24378, 325, 23756, 23503, 23504, 24145, 24146, 24147, 24148, 24149, 24150, 24151, 24153, 24409, 23390, 3834]",1932,Photomechanical reproduction,"page: 5 13/16 x 4 1/8"" (14.8 x 10.4 cm)",Gift of The Judith Rothschild Foundation,425.2001.35,Illustrated Book,Drawings & Prints,2001-01-24,N,,,,,14.8,,,10.4,,
164350,"Plate 35 from Khudozhestvennoe oformlenie massovykh prazdnestv v Leningrade, 1918-1931","[12945, 23315, 11947, 23473, 24378, 325, 23756, 23503, 23504, 24145, 24146, 24147, 24148, 24149, 24150, 24151, 24153, 24409, 23390, 3834]",1932,Photomechanical reproduction,"page: 5 13/16 x 4 1/8"" (14.8 x 10.4 cm)",Gift of The Judith Rothschild Foundation,425.2001.36,Illustrated Book,Drawings & Prints,2001-01-24,N,,,,,14.8,,,10.4,,
14767,Plate 39 (folio 41) from MALELADE,[366],1988,"Etching, printed in black","plate  13 11/16 x 19 1/2"" (34.8 x 49.5 cm)",Gift of The Cosmopolitan Arts Foundation,295.1992.39,Illustrated Book,Drawings & Prints,1992-05-20,N,,,,,34.8,,,49.5,,
164319,"Plate 4 from Khudozhestvennoe oformlenie massovykh prazdnestv v Leningrade, 1918-1931","[12945, 23315, 11947, 23473, 24378, 325, 23756, 23503, 23504, 24145, 24146, 24147, 24148, 24149, 24150, 24151, 24153, 24409, 23390, 3834]",1932,Photomechanical reproduction,"page: 5 13/16 x 4 1/8"" (14.8 x 10.4 cm)",Gift of The Judith Rothschild Foundation,425.2001.5,Illustrated Book,Drawings & Prints,2001-01-24,N,,,,,14.8,,,10.4,,
150773,"Plate 4 of 11, from the illustrated book, He Disappeared into Complete Silence",[710],1995,Photogravure,"plate: 8 × 6 15/16"" (20.3 × 17.7 cm); sheet: 12 × 9 3/4"" (30.5 × 24.7 cm)",Gift of the artist,1323.2012,Print,Drawings & Prints,2012-10-03,N,,,,,20.3,,,17.7,,
164363,"Plate 48 from Khudozhestvennoe oformlenie massovykh prazdnestv v Leningrade, 1918-1931","[12945, 23315, 11947, 23473, 24378, 325, 23756, 23503, 23504, 24145, 24146, 24147, 24148, 24149, 24150, 24151, 24153, 24409, 23390, 3834]",1932,Photomechanical reproduction,"page: 5 13/16 x 4 1/8"" (14.8 x 10.4 cm)",Gift of The Judith Rothschild Foundation,425.2001.49,Illustrated Book,Drawings & Prints,2001-01-24,N,,,,,14.8,,,10.4,,
164321,"Plate 6 from Khudozhestvennoe oformlenie massovykh prazdnestv v Leningrade, 1918-1931","[12945, 23315, 11947, 23473, 24378, 325, 23756, 23503, 23504, 24145, 24146, 24147, 24148, 24149, 24150, 24151, 24153, 24409, 23390, 3834]",1932,Photomechanical reproduction,"page: 5 13/16 x 4 1/8"" (14.8 x 10.4 cm)",Gift of The Judith Rothschild Foundation,425.2001.7,Illustrated Book,Drawings & Prints,2001-01-24,N,,,,,14.8,,,10.4,,
68875,"Plate 6 of 11, from the illustrated book, He Disappeared into Complete Silence, second edition",[710],1990,Engraving,"plate: 6 15/16 x 4 7/8"" (17.6 x 12.4 cm); sheet: 14 15/16 x 11 7/16"" (37 x 29 cm)",Gift of the artist,423.1993,Print,Drawings & Prints,1993-11-17,Y,http://www.moma.org/collection/works/68875,,,,17.6,,,12.4,,
68960,"Plate 6 of 11, from the illustrated book, He Disappeared into Complete Silence, second edition",[710],1990,Engraving,"plate: 6 15/16 x 4 7/8"" (17.6 x 12.4 cm); sheet: 14 15/16 x 11 1/4"" (38 x 28.5 cm)",Gift of the artist,427.1993,Print,Drawings & Prints,1993-11-17,Y,http://www.moma.org/collection/works/68960,,,,17.6,,,12.4,,
32227,Plate III from DIES IRAE,[3564],1949,"Engraving and drypoint, printed in black","plate  5 15/16 x 8 13/16"" (15.1 x 22.4 cm)","Gift of Mr. and Mrs. Alfred H. Barr, Jr.",1402.1968.3,Illustrated Book,Drawings & Prints,1968-10-10,N,,,,,15.1,,,22.4,,
73881,Plate No. I,[3432],1966,Screenprint,"Sheet and comp. 25 13/16 x 25 3/4"" (65.6 x 65.5  cm)",Inter-American Fund,761.1968,Print,Drawings & Prints,1968-06-04,N,,,,,65.6,,,65.5,,
3076,Platter,[6129],1957,Glass,"1 3/8 x 8 7/8"" (3.5 x 22.5 cm)",Gift of the designer,253.1958,Design,Architecture & Design,1958-12-04,Y,http://www.moma.org/collection/works/3076,,,22.5,3.4925,,,,,
201012,"Point Park Civic Center, Pittsburgh Project (Longitudinal section)",[6459],1947,"Ink, paint, pencil, and colored pencil on tracing paper","30 3/4 × 81 1/2"" (78.1 × 207 cm)","The Frank Lloyd Wright Foundation Archives (The Museum of Modern Art | Avery Architectural & Fine Arts Library, Columbia University, New York)",FLW.DR.4821.005,Frank Lloyd Wright Archive,Architecture & Design,,N,,,0,,78.10515621,,,207.010414,,
193906,Police Officer,[5145],1925,Gelatin silver print,"10 3/16 × 7 3/8"" (25.8 × 18.7 cm)",Acquired through the generosity of the family of August Sander,472.2015.274,Photograph,Photography,2015-05-28,Y,http://www.moma.org/collection/works/193906,,,,,,,,,
194218,Political Prisoner [Erich Sander],[5145],1943,Gelatin silver print,"10 3/16 × 7 3/8"" (25.8 × 18.7 cm)",Acquired through the generosity of the family of August Sander,472.2015.586,Photograph,Photography,2015-05-28,Y,http://www.moma.org/collection/works/194218,,,,,,,,,
10622,Pomada (Pomade),[3389],1913,"Book with 12 lithographs (eight with watercolor additions, including cover) and lithographed manuscript text","page (each approx.): 5 3/4 x 3 7/8"" (14.6 x 9.8 cm)",Gift of The Judith Rothschild Foundation,38.2001.1-18,Illustrated Book,Drawings & Prints,2001-01-24,Y,http://www.moma.org/collection/works/10622,,,,14.605,,,9.8425,,
70776,Pompei III,[3821],1958,Lithograph,"composition: 8 15/16 x 12 3/8"" (22.7 x 31.4 cm); sheet: 12 5/8 x 17 11/16"" (32 x 44.9 cm)",Gift of the Saidenberg Gallery,538.196,Print,Drawings & Prints,1960-09-21,Y,http://www.moma.org/collection/works/70776,,,,22.7,,,31.4,,
38325,Pont Neuf,[5401],1900,Watercolor and conté crayon on paper,"9 3/8 x 7 1/2"" (24 x 19.2 cm)",Gift of Mrs. Iola S. Haverstick,945.1979,Drawing,Drawings & Prints,1979-10-04,Y,http://www.moma.org/collection/works/38325,,,,23.8,,,19,,
58387,Pool,[5384],1950,Gelatin silver print,"7 3/8 × 9 1/2"" (18.7 × 24.2 cm)",Gift of David H. McAlpin,1804.1968,Photograph,Photography,1968-05-01,Y,http://www.moma.org/collection/works/58387,,,,18.7,,,24.2,,
127273,"Portal Sculptures, Amiens Cathedral, France",[3434],1852,Salted paper print,"12 15/16 × 9"" (32.8 × 22.8 cm)",Suzanne Winsberg Collection. Gift of Suzanne Winsberg,537.2009,Photograph,Photography,2009-05-11,Y,http://www.moma.org/collection/works/127273,,,,32.8,,,22.8,,
41351,Porte Dauphine,[229],1913,Albumen silver print,"Approx. 8 11/16 × 7 1/16"" (22 × 18 cm)",Abbott-Levy Collection. Partial gift of Shirley C. Burden,1.1969.3223,Photograph,Photography,1968-03-06,Y,http://www.moma.org/collection/works/41351,,,,,,,,,
39059,"Porte, 8 Rue Philippe de Beaumanoir",[229],1925,Albumen silver print,"Approx. 8 11/16 × 7 1/16"" (22 × 18 cm)",Abbott-Levy Collection. Partial gift of Shirley C. Burden,1.1969.1160,Photograph,Photography,1968-03-06,Y,http://www.moma.org/collection/works/39059,,,,,,,,,
140232,"Poster for 2 Internationale Koncerter for Instrumental Teater og Anti-Art, September 27 – September 30, 1963, Nikolaj Kunst Bibliotek","[4930, 36940, 18701, 36942, 36955, 44733, 67710]",1963,Gelatin silver print,"sheet: 23 3/16 × 16 7/16"" (58.9 × 41.7 cm)",The Gilbert and Lila Silverman Fluxus Collection Gift,FC4803.x1-x2,Print,Fluxus Collection,2008-10-08,N,,,,,58.9,,,41.7,,
162875,Poster of the French National Railroad,[101],1900,,,Gift of the French National Railroads,65.1943.54,Design,Architecture & Design,1943-02-18,N,,,,,,,,,,
163103,Poster of the French National Railroad,[101],1900,,,Gift of the French National Railroads,65.1943.284,Design,Architecture & Design,1943-02-18,N,,,,,,,,,,
163156,Poster of the French National Railroad,[101],1900,,,Gift of the French National Railroads,65.1943.337,Design,Architecture & Design,1943-02-18,N,,,,,,,,,,
163165,Poster of the French National Railroad,[101],1900,,,Gift of the French National Railroads,65.1943.346,Design,Architecture & Design,1943-02-18,N,,,,,,,,,,
63719,Praire from the portfolio 3 Landscapes,[4070],1999,"Woodcut, wood engraving, and photoengraving","composition  13 x 17 15/16"" (33.1 x 45.7 cm)
sheet  17 9/16 x 22 1/2"" (44 x 57.1 cm)",Jacqueline Brody Fund,176.1999,Print,Drawings & Prints,1999-05-20,Y,http://www.moma.org/collection/works/63719,,,,33.1,,,45.7,,
163832,Prints I-IV,"[234, 21325]",1967,Series of four offset lithographs,,Gift of Donald Karshan,1045.1979.5,Print,Drawings & Prints,1979-12-04,N,,,,,,,,,,
195257,"Prints ,",[3111],1997,"Catalogue, lithograph printed","page (each): 8 1/4 × 5 13/16"" (20.9 × 14.8 cm); overall (folded): 8 1/4 × 6 × 1/4"" (20.9 × 15.2 × 0.6 cm); overall (unfolded): 8 1/4 × 29 1/2 × 1/16"" (20.9 × 75 × 0.2 cm)",Committee on Drawings and Prints Fund and through the generosity of Philip E. Aarons and Shelley Fox Aarons,666.2015,Illustrated Book,Drawings & Prints,2015-06-03,Y,http://www.moma.org/collection/works/195257,,,,20.9,,,14.8,,
120464,Program Two,[4415],1970,"Seven films transferred to video (black and white and color, silent)",14:56 min.,Gift of the artist,661.1997.1-7,Video,Media and Performance,1997-07-01,Y,http://www.moma.org/collection/works/120464,,,,,,,,,896
102052,"Program: Houdini, O'Williams, Otto (HO2)",[7005],1991,Pencil with petroleum jelly on paper sewn with thread to prosthetic plastic,"24 x 19 x 1"" (61 x 48.3 x 2.5 cm)",Purchase,217.2006,Drawing,Drawings & Prints,2006-02-14,Y,http://www.moma.org/collection/works/102052,,2.54,,60.9601,,,48.2601,,
23130,"Proof of 1st color for Plate 9 (supplementary suite, plate 105) from FOUR TALES FROM THE ARABIAN NIGHTS",[1055],1941,,"irreg. composition  14 13/16 x 11 1/4"" (37.6 x 28.5 cm)",The Louis E. Stern Collection,759.1964.B105,Illustrated Book,Drawings & Prints,1964-10-06,N,,,,,37.6,,,28.5,,
222355,"Proposal for a Map of the World (Asian-African Conference, Bandung, Indonesia, 1955)",[33965],2015,Etching and screenprint with collage additions,"plate: 36 3/4 × 47 3/8"" (93.3 × 120.4 cm); sheet: 45 × 56"" (114.3 × 142.2 cm)",Acquired through the generosity of Richard Gerrig and Timothy Peterson,621.2017,Print,Drawings & Prints,2017-10-18,Y,http://www.moma.org/collection/works/222355,,,,93.3,,,120.4,,
165511,Proun 1 from Proun,[3569],1920,"Lithograph from a portfolio of eleven lithographs and unique manifesto, colophon, front and back covers in gouache, ink, and pencil","composition: 10 1/16 x 13 5/16"" (25.6 x 33.8 cm); sheet: 13 1/2 x 17 3/8"" (34.3 x 44.2 cm)","Vincent d'Aquila and Harry Soviak Bequest, by exchange, Committee on Prints and Illustrated Books Fund, Orentreich Family Foundation, Sue and Edgar Wachenheim III Endowment, Mrs. Sash A. Spencer, Sue and Edgar Wachenheim III, Peter H. Friedland, Maud I. Welles, Deborah Wye Endowment Fund, Riva Castlemen Endowment Fund, Lily Auchincloss Fund, Monroe Wheeler Fund, and John M. Shapiro",591.2013.4,Print,Drawings & Prints,2013-05-21,Y,http://www.moma.org/collection/works/165511,,,,25.6,,,33.8,,
14681,"PROVENCAL LANDSCAPE (double page plate, folios 19 verso and 20) from ÉLOGE DE DERAIN",[1500],1954,"Lithograph, printed in color","irreg. composition  11 5/16 x 16 5/8"" (28.8 x 42.2 cm)",Purchase,290.1963.7,Illustrated Book,Drawings & Prints,1963-05-07,N,,,,,28.8,,,42.2,,
25586,Publisher's device (title page) from AVENTURES PRODIGIEUSES DE TARTARIN DE TARASCON,[1646],1931,"Lithograph, printed in black","irreg. composition  1 9/16 x 2 13/16"" (4 x 7.2 cm)",The Louis E. Stern Collection,820.1964.1,Illustrated Book,Drawings & Prints,1964-10-06,N,,,,,4,,,7.2,,
148788,Punchout Furniture: Lounge Chair,"[2200, 32097, 32098]",1973,Cardboard,"30 x 27 x 29"" (76.2 x 68.6 x 73.7 cm)
",Gift of the designers,61.2007.4,Design,Architecture & Design,2007-02-20,N,,,73.6601,,76.2002,,,68.5801,,
